X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,nombre,tipo,zona,categoria,descripcion,servicios,direccion,num1,num2,cp,localidad,tfno1,tfno2,fax,email,paginaweb,observaciones,plazas,lng,lat
-1.644588,42.816152,Bearán,,,,,,-1,-1,-1,,,Bearán,Hostal,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; hostal situado en el casco viejo de Pamplona.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de habitaciones con aire acondicionado, TV, hilo musical, teléfono, caja de seguridad y parabólica.&lt;br/&gt;&lt;B&gt;Servicios del hostal:&lt;/B&gt; cuenta con ascensor, aire acondicionado, caja de seguridad y bar (con servicio de comidas concertadas).","Ascensor, Caja seguridad, TV, Teléfono, Secador de pelo, Caja seguridad, Parabólica",CL San Nicolás,25,,31001,Pamplona,948223428,0,948224302,hostalbearan@hotmail.es,<a href='http://www.bearanpamplona.com'>www.bearanpamplona.com</a>,,31,610807,4741290
-1.645367,42.818566,CHu La Viña,,,,,,-1,-1,-1,,,CHu La Viña,Pensión,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; pensión situada en el casco antiguo.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de 16 habitaciones (11 dobles y 5 individuales).&lt;br/&gt;&lt;B&gt;Servicios de la pensión:&lt;/B&gt; cuenta con &lt;a href=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=1007""&gt;bar-restaurante&lt;/A&gt;.",,CL Jarauta,8,"2º, 3º, 4º",31001,Pamplona,948213250,0,0,,,"Confirmar precios para San Fermín
",27,610739,4741557
-1.64554,42.81402,Rodas Pamplona,,,,,,-1,-1,-1,,,Rodas Pamplona,Hostal,Cuenca de Pamplona,Establecimiento hotelero,&lt;b&gt;Ubicación:&lt;/b&gt; situado en el Ensanche de la ciudad. Muy cerca de la estación de autobuses y próximo a la Plaza del Castillo.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; cuenta con 4 habitaciones dobles con baño.&lt;br /&gt;&lt;b&gt;Servicios del hostal:&lt;/b&gt; dispone de salón. En la planta baja se encuentra la cafetería Rodas.&lt;br /&gt;,"Ascensor, Baño/aseo",CL Estella,10,1º dcha,31002,Pamplona,948207976,626838303,0,info@hostalrodaspamplona.com,<a href='http://www.hostalrodaspamplona.com'>www.hostalrodaspamplona.com</a>,,8,610733,4741052
-1.645101,42.817338,Maisonnave,,,,,,-1,-1,-1,,,Maisonnave,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; el restaurante Ansoleaga 33 pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=57""&gt;Hotel Maisonnave&lt;/a&gt; situado en el corazón de la zona monumental de Pamplona.&lt;br /&gt;&lt;strong&gt;Instalaciones:&lt;/strong&gt; dispone de un comedor para banquetes y menú del día.&lt;br /&gt; &lt;strong&gt;Especialidades: &lt;/strong&gt;combina la cocina tradicional y la de autor. Destacan los bacalaos, la ventresca, el arroz negro, la ensalada de perdiz, los huevos rotos, los chipirones y el rabo de vaca.&lt;br /&gt; &lt;br /&gt;&lt;br /&gt;","Ascensor, Wi-Fi, Business corner, Restaurante, Garaje, Aire acondicionado, Gimnasio, TV, Secador de pelo, Aire acondicionado, Caja seguridad, Baño/aseo, Wi-fi, Opción de concertar masajes, Sauna, TV, Salones para reuniones",CL Nueva,20,,31001,Pamplona,948222600,0,0,informacion@hotelmaisonnave.es,<a href='http://www.hotelmaisonnave.es'>www.hotelmaisonnave.es</a>,Confirmar precios para San Fermín,271,610763,4741421
-1.693227,42.790972,AC Zizur Mayor,,,,,,-1,-1,-1,,,AC Zizur Mayor,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; hotel de nueva construcción ubicado en pleno Camino de Santiago próximo a la zona universitaria y hospitalaria de Pamplona, con fácil acceso desde la red de carreteras y la zona industrial. Hotel idóneo para la combinación de ocio y negocios.&lt;br /&gt;&lt;b&gt;Servicios habitaciones: &lt;/b&gt;dispone de habitaciones dotadas con aire acondicionado, baño completo con secador de pelo, TV con más de 20 canales, lámparas especiales de lectura, teléfono y minibar. &lt;b&gt;Servicios del hotel:&lt;/b&gt; cuenta con garaje cubierto, gimnasio, baño turco gratuito, conexión WIFI a Internet, servicio de lavandería, room servie 24h, bar, restaurante y amplios salones para la celebración de reuniones y convenciones.&lt;br /&gt;
 &lt;br /&gt;
* Alojamiento con &lt;strong&gt;condiciones de accesibilidad validadas&lt;/strong&gt; por el Gobierno de Navarra.&lt;br /&gt;","Ascensor, Wi-Fi, Business corner, Restaurante, Parking, Gimnasio, TV, Secador de pelo, Internet, Baño/aseo, Cuna , Wi-fi, Salones para reuniones",CL Etxesakan,3,,0,Zizur Mayor,948287119,0,948287180,aczizurmayor@ac-hotels.com,<a href='http://www.marriott.com/hotels/travel/pnazi-ac-hotel-zizur-mayor'>www.marriott.com/hotels/travel/pnazi-ac-hotel-zizur-mayor</a>,,140,606874,4738431
-1.664069,42.807268,Alojamientos Pamplona,,,,,,-1,-1,-1,,,Alojamientos Pamplona,Hostal,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; se sitúa en la primera planta de un edificio de nueva construcción, próximo a la zona hospitalaria y universitaria.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; consta de 1 habitación triple, 3 habitaciones dobles y 2 individuales dotadas de calefacción, TV y baño privado.&lt;br/&gt;&lt;B&gt;Servicios del hostal:&lt;/B&gt; cuenta con una sala de estar con TV y teléfono.","TV, Teléfono",CL Sancho Ramírez,7,1ºB,31008,Pamplona,948256366,606430948,0,hostal@alojamientopamplona.es,<a href='http://www.alojamientopamplona.es'>www.alojamientopamplona.es</a>,Consultar precios para San Fermín.,11,609230,4740278
-1.681958,43.254252,Bereau,,,,,,-1,-1,-1,,,Bereau,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación: &lt;/B&gt;hotel con encanto situado en el cruce de la N-121-A hacia Lesaka. Trato familiar.&lt;br/&gt;&lt;B&gt;Servicios de habitaciones:&lt;/B&gt; cuenta con 11 habitaciones individualmente decoradas con baño completo (algunas con bañera de hidromasaje), TV y conexión a Internet. &lt;br/&gt;&lt;B&gt;Servicios del hotel: &lt;/B&gt;dispone de parking privado, bar-cafetería, restaurante con dos comedores (uno para 75 personas y otro para 6), sala de descanso y lectura con TV, zona de juegos con billar americano, tetris, mesa de ajedrez, juegos de mesa y terraza.&lt;br/&gt;",,BO Bereau Auzoa,2,,0,Lesaka,948637570,650714030,948637570,hotelruralbereau@gmail.com,<a href='http://www.hotelruralbereau.com'>www.hotelruralbereau.com</a>,,25,606988,4789893
-1.69939,43.205035,Palacio de Yrisarri,,,,,,-1,-1,-1,,,Palacio de Yrisarri,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; se encuentra dentro del complejo turístico ""&lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=6476&amp;amp;idRC=6380""&gt;Irrisarriland&lt;/a&gt;"". Un complejo de ocio basado en deportes de aventura y alojamiento en la naturaleza.&lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 17 habitaciones dobles equipadas con baño completo y TV. Alguna de las habitaciones cuentan con una pequeña cocina dotada de frigorífico, microondas, fregadero y menaje.&lt;br /&gt;&lt;b&gt;Servicios del hotel: &lt;/b&gt;dispone de restaurante, salón con televisión y terraza.&lt;br /&gt;","Ascensor, Restaurante, TV, Secador de pelo, Baño/aseo",BO Irisarri,1,,0,Igantzi,948928922,0,0,info@irrisarriland.es,<a href='http://www.irrisarriland.es'>www.irrisarriland.es</a>,,34,605658,4784405
-1.802714,43.009039,Peruskenea,,,,,,-1,-1,-1,,,Peruskenea,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;caserío tradicional reformado con todas las comodidades situado en un paraje solitario rodeado de bosques.&lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 11 habitaciones climatizadas y decoradas en estilo rústico, todas ellas equipadas con baño completo, TV, conexión a Internet y teléfono. Posibilidad de instalar 3 camas supletorias.&lt;br /&gt;&lt;b&gt;Servicios del hotel: &lt;/b&gt;dispone de parking, bar con terraza, &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=219&amp;amp;idRC=2986""&gt;restaurante&lt;/a&gt; de cocina tradicional con pinceladas de moderna, sala de reuniones y jardín.&lt;br /&gt;","Wi-Fi, Restaurante, Jardín, TV, Secador de pelo, Caja seguridad, Baño/aseo, Wi-fi","CL Diseminado, s/n",0,S/N,0,Beruete,606359584,0,948503284,peruskenea@peruskenea.com,<a href='http://www.peruskenea.com'>www.peruskenea.com</a>,,19,597575,4762514
-1.639975,42.789991,Bed4U Pamplona,,,,,,-1,-1,-1,,,Bed4U Pamplona,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación: &lt;/B&gt; está situado en el polígono industrial de la localidad.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de 19 habitaciones dobles y 55 individuales, dos de ellas adaptadas para discapacitados físicos. Todas las habitaciones tienen incorporado baño de uso exclusivo y están equipadas con teléfono, televisión y climatización.&lt;br/&gt;&lt;B&gt;Servicios del hotel:&lt;/B&gt; cuenta con cafetería, aparcamiento exterior, salón y gimnasio.&lt;br/&gt;&lt;br/&gt;","Wi-Fi, Restaurante, Parking, Gimnasio, TV, Secador de pelo, Baño/aseo, Wi-fi","CL D, PG Ind. Cordovilla",7,,0,Cordovilla,948292808,0,948292809,pamplona@bed4uhotels.com,<a href='http://www.bed4uhotels.com'>www.bed4uhotels.com</a>,,93,611231,4738391
-1.641835,42.816201,Europa,,,,,,-1,-1,-1,,,Europa,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; situado en el centro de la ciudad, junto a la plaza del Castillo y la emblemática calle Estafeta.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; consta de 25 habitaciones climatizadas, equipadas con TV, parabólica, teléfono, hilo musical, minibar y caja de seguridad.&lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; dispone de parking (plazas concertadas), bar, &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=6589&amp;amp;idRC=6525""&gt;&lt;/a&gt;&lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso/Restauracion/1/Europa.htm?idRC=2890""&gt;restaurante&lt;/a&gt;&lt;a&gt;&lt;/a&gt; y conexión WIFI a Internet.","Ascensor, Wi-Fi, Restaurante, Garaje, Aire acondicionado, TV, Secador de pelo, Aire acondicionado, Caja seguridad, Baño/aseo, Cuna , Wi-fi, TV",CL Espoz y Mina,11,,31000,Pamplona,948221800,0,948229235,europa@hreuropa.com,<a href='http://www.sercotelhoteles.com/hoteles/espana/Pamplona/restaurante-hotel-europa-pamplon'>www.sercotelhoteles.com/hoteles/espana/Pamplona/restaurante-hotel-europa-pamplon</a>,,38,611032,4741299
-1.20943,42.59132,El Mesón,,,,,,-1,-1,-1,,,El Mesón,Hotel,Zona Media,Establecimiento hotelero,"&lt;br /&gt;&lt;strong&gt;Ubicación:&lt;/strong&gt; pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=56""&gt;Hotel el Mesón&lt;/a&gt; situado junto a la zona turística y el aparcamiento de Javier.&lt;br /&gt;&lt;strong&gt;Instalaciones:&lt;/strong&gt; dispone de bar, terraza y comedor.&lt;br /&gt;&lt;strong&gt; &lt;/strong&gt;&lt;br /&gt;","Terraza, Chimenea, Reservado, Bar, Parking, Venta de productos gastronómicos, Climatización , Sillas bebé, Jardín, TV, Área Wi-Fi, Parrilla brasa, Wi-Fi, Restaurante, Jardín, Aire acondicionado, TV, Caja seguridad, Baño/aseo, Wi-fi, TV",PZ De Javier,0,S/N,0,Javier,948884035,948884226,948884226,info@hotelmeson.com,<a href='http://www.hotelmeson.com'>www.hotelmeson.com</a>,,16,646912,4716987
-1.320047,43.009716,Roncesvalles,,,,,,-1,-1,-1,,,Roncesvalles,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación&lt;/b&gt;: el establecimiento se sitúa en el conjunto histórico de la localidad, cerca de la Colegiata, en la denominda ""Casa de los Beneficiados"".&lt;br /&gt;&lt;b&gt;Servicios de habitaciones:&lt;/b&gt; consta de 16 habitaciones dobles con baño (2 de ellas duplex y 6 en abuhardilladas). Todas equipadas con productos de acogida, televisión, teléfono, secador de pelo y de toallas. &lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; dispone de &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=6431&amp;amp;idRC=6930""&gt;restaurante&lt;/a&gt;, salón social y zona de estar.","Ascensor, Wi-Fi, Restaurante, TV, Secador de pelo, Baño/aseo, Cuna , Wi-fi, TV",CL Ntra Sra de Roncesvalles,14,,0,Orreaga/Roncesvalles,948760105,0,0,info@hotelroncesvalles.com,<a href='http://www.hotelroncesvalles.com'>www.hotelroncesvalles.com</a>,,32,636910,4763263
-1.319445,43.008419,La Posada,,,,,,-1,-1,-1,,,La Posada,Hostal,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación: &lt;/b&gt;casona del siglo XVII completamente restaurada y situada junto a la Colegiata de Roncesvalles&lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 18 habitaciones con baño completo.&lt;br /&gt;&lt;b&gt;Servicios del hostal:&lt;/b&gt; dispone de parking, bar, &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso/Restauracion/133/La-Posada.htm?idRC=2950""&gt;restaurante&lt;/a&gt; y salas de estar con chimenea en cada planta.&lt;br /&gt;","Wi-Fi, Restaurante, TV, Baño/aseo, TV, Chimenea","CL Única, s/n",0,,0,Orreaga/Roncesvalles,948790322,0,0,laposada@roncesvalles.es,<a href='http://www.laposada.roncesvalles.es'>www.laposada.roncesvalles.es</a>,,30,636962,4763120
-2.167429,42.895081,Lemik,,,,,,-1,-1,-1,,,Lemik,Hotel,Pirineos,Establecimiento hotelero,&lt;b&gt;Ubicación:&lt;/b&gt; edificio de tres plantaas situado en el núcleo urbano .&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; dispone de 7 habitaciones dobles con baño y TV.&lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; cuenta con cafetería.,"Ascensor, TV, Baño/aseo",PZ de los Fueros,12,,0,Altsasu/Alsasua,948564371,630413700,0,info@hotellemik.es,<a href='http://www.hotellemik.es'>www.hotellemik.es</a>,,13,567977,4749500
-1.956946,43.059391,Pagocelai,,,,,,-1,-1,-1,,,Pagocelai,Hostal,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;strong&gt;Ubicación:&lt;/strong&gt; pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=215""&gt;Hostal Pagocelai&lt;/a&gt; situado cerca de Gorriti, en el área de descanso de la autovía A-15 Pamplona-San Sebastián. &lt;br /&gt;&lt;strong&gt;Instalaciones: &lt;/strong&gt;dispone de cafetería, amplio comedor con chimenea y zona de juegos exterior.&lt;br /&gt; &lt;br /&gt; &lt;br /&gt;","Chimenea, Reservado, Bar, Parking, Venta de productos gastronómicos, Climatización , Jardín, TV, Columpios, Porche cubierto, Restaurante, Parking, Jardín, TV, Baño/aseo",CR Autovia A-15,0,,0,Gorriti,948604646,948604702,0,pagozelai@yahoo.es,<a href='http://www.pagozelai.es'>www.pagozelai.es</a>,,22,584936,4767938
